Job Title,Company,Location,Job Url
Data Analyst Intern,PayPal,"New York, NY",https://www.indeed.com/rc/clk?jk=abfd92126f0a8d8e&fccid=978d9fd9799d55a8&vjs=3
Data Analyst,Unite Us,New York State,https://www.indeed.com/rc/clk?jk=5d48182784237a4d&fccid=01fd1f2f239c15f4&vjs=3
Summer 2021 Internships: Webtech Team,The Motley Fool,"New York, NY",https://www.indeed.com/rc/clk?jk=fe592918f284b903&fccid=62d0bf8f2d130eaa&vjs=3
Data Analyst,NYSTEC,"Albany, NY",https://www.indeed.com/rc/clk?jk=bad15cf6f486bdee&fccid=836180483b1c4ec6&vjs=3
Web Developer II,The Humane League,New York State,https://www.indeed.com/rc/clk?jk=2d46e6e64b4e40f0&fccid=93005015c4ebbeb3&vjs=3
Client Reporting and Analytics Associate,Neuberger Berman,"New York, NY",https://www.indeed.com/rc/clk?jk=bb5967c2bb83a5d9&fccid=4983b5e32f963a34&vjs=3
Data Scientist,NYC Health + Hospitals,"New York, NY",https://www.indeed.com/company/NYC-Health-+-Hospitals/jobs/Data-Scientist-619a1dfd26c6dc59?fccid=8ba13cf21fd7c2de&vjs=3
Staff Associate III,Columbia University,"New York, NY",https://www.indeed.com/rc/clk?jk=2497d4c79482f1a9&fccid=bd976cc171c690e0&vjs=3
Software Engineer,Modeling Ventures,"New York, NY",https://www.indeed.com/company/Modeling-Ventures/jobs/Software-Engineer-1555a01a8e409190?fccid=ef6512982fc63ad8&vjs=3
Backend Engineering Intern (Summer),RapidSOS,New York State,https://www.indeed.com/rc/clk?jk=2a2fb5dbac7fd0b1&fccid=611c0eb8907c49a2&vjs=3
"Embedded Software Medical Devices, exciting Opportunity,",Philadelphia Med Recruiting,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3XwIhFmCQv9Hxv9LgQ1gqkDRUedE3rGjA8woHtxUVqG8WpsNfOhnMKHs6Db4grisJqOELXvCM22DPlOkirD4PQC8uvsOS4Jv0nUAkCENDOpkw4FfEVHmKI74QoqyvNm9bpkSTFVcmvMFSuU5Zvnxod9gLgQ2vTb6j4Otj-W4nLrwQyMofgCGdCp3rwetE6Aselh2X8AJgQpKa_lh_7Q5_qjybqQr8VjAI4F4Ut-kkMW2-7fGj4WQPA09hy4Jl6k0GY2297CfBVpmcg-L2nwZEvgdIdYsrmdVgCUkO8EflS1p_GPLUf-xG6zhhaSbPMddFVYznvjU-MXK7PRZjyI3acaghUNzcyNYp0m0-Z4orQlQVKThZPRkHdm8sw1B4AnuHC7kCVgC2jyNCYWC8J-rG9MUT99hP7i6lk2YLPDi1hNCtgNeADOBZPBKtJVTiboeZf5WhZNB4d9043tRiIYyevqj-4HzchwRT1jClCnmkzT1bJsATRPaR&p=14&fvj=1&vjs=3
Senior Data Scientist,Alliant Cooperative Data Solutions,"Brewster, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Atn1lu1H50-T_0sYdWy9cGsKnnbW59zRtdPCf4S3pfU6xs5XP4ntIKT9NdJLI0pwgHuuo30YVA-zgdpEsy2-WsTxrR2rVr82jWImEPqfN3pm1c0WoB8PaAGKU6bc4afPdtR57Is3Z7uVoalZKosGetnUqCOfGCdI751t8vApRiNETep9VbXJk93bCtJeNmWF3izXNtyd2qRghbH5NmOdUNhgcsbUp8Q5n6Z4O031ccg-5ajUmXZJlCQgYRkLlUI5NnM3kEbI2J2dFcbYFlH_pN3PM8hqPyN6VNNp8TA6HMU5rl2JNKG-I8DMmEBxBh4G_jZ1DtmVELUJMb5f74hFLTU-pojtQ2LBsvjvtt82JO4LNlCvEqUP_S-fzOeqSY2u2IelwIt5JhF502r2FsYhwL02JSgv-ft9DTdPwfcpxpkMGW02OeJtV8Lq5S5qiWLgbbcuk66EPRSg==&p=15&fvj=1&vjs=3
Python Django Developer,"Integrated Technology Strategies, Inc.","New York, NY",https://www.indeed.com/rc/clk?jk=3af7d60067019639&fccid=e59da8d4d84433df&vjs=3
QA Automation Engineer (Boston),Haven Life,"New York, NY",https://www.indeed.com/rc/clk?jk=70b80d1ca3b4100f&fccid=1058973f84077674&vjs=3
NLP Data Scientist Internship,Vee,New York State,https://www.indeed.com/rc/clk?jk=725fc70c4bf910ea&fccid=4f11fda3f02f70cd&vjs=3
Python Full Stack Developer,"The Hagan-Ricci Group, Inc.","New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMfUyhbJauq08HRBRo4gKgqJ4K0gu7eONFpM-ag7LnQ_Cf4OPdQNNoXihVCsVElJIncL1K940hhbpLWhALDvuKYGht9UXG2MNsVKBDx_X8fOreIoQjDrDodlhc7kyh09Z-g1bFJ1sSJ5uvLb_mnYr0vENXruALeB78B_LbJwX0yyW0TOHrTowsDkJUz7wA3W3VoaOZE3A0C2o8Lt1QM5H-gA6GYopBBLxJJymcWQBlmftWyE6jXzPSB5WLPIHAP4gTmX1WQXe8cVF__SONp33WVO0kovPUqtxcSH2p6Yj2gc640WbDgVYwq7M7Yxk3sTVv6i5Cw2NPWrJbbFA11Ul-y194ZoZttwCyQu7KQvpgUUP2JJOFU0STm2wAGMk7k9K-Wt4Y-6ROEZPzbkXwkubOIaHZqLKnHuAv2x6IqvbyA6FDsPYXqR4DxzixMzJFAG8=&p=3&fvj=1&vjs=3
Analytics Intern,Rapid Ratings,"New York, NY",https://www.indeed.com/rc/clk?jk=cd897f0f69675150&fccid=84c0a9f9ae048249&vjs=3
Operations Analyst - Scheduling,Revel,"Brooklyn, NY",https://www.indeed.com/rc/clk?jk=951c2dfcc9335db1&fccid=cb4d0c9403811687&vjs=3
Blockchain Researcher,Coinbase,"New York, NY",https://www.indeed.com/rc/clk?jk=0f44ce84ac62cdb6&fccid=d2c6abf8a785fc40&vjs=3
Senior HR Business Partner,Sisense,"New York, NY",https://www.indeed.com/rc/clk?jk=19f7b719d3910fdf&fccid=66bf5fe0c103586e&vjs=3
"Cities Intern, New York",BuroHappold Engineering,"New York, NY",https://www.indeed.com/rc/clk?jk=e051edd8baa65ee5&fccid=4356d89a17a86533&vjs=3
Quantitative Research - Equity Derivatives Sales - Associate,"JPMorgan Chase Bank, N.A.","New York, NY",https://www.indeed.com/rc/clk?jk=81cbb579376a25c8&fccid=aaf3b433897ea465&vjs=3
Data Scientist,AT&T,"New York, NY",https://www.indeed.com/rc/clk?jk=fa8e2a7cf6af13ba&fccid=25b5166547bbf543&vjs=3
Data Analyst,Perry Street Software,"New York, NY",https://www.indeed.com/rc/clk?jk=c574c1702577d400&fccid=25f3406e935c590e&vjs=3
Software Engineer,The New York Times,"New York, NY",https://www.indeed.com/rc/clk?jk=520b4a01ec579065&fccid=1b50fcfb150b1b48&vjs=3
"Business Integrity Associate, Technical",Facebook,"New York, NY",https://www.indeed.com/rc/clk?jk=78edc4d9dfde608d&fccid=1639254ea84748b5&vjs=3
Data Analyst - Legal & IA Systems,Spotify,"New York, NY",https://www.indeed.com/rc/clk?jk=65e855b201be8f72&fccid=fe404d18bb9eef1e&vjs=3
Python Django Developer,"Integrated Technology Strategies, Inc.","New York, NY",https://www.indeed.com/rc/clk?jk=3af7d60067019639&fccid=e59da8d4d84433df&vjs=3
QA Automation Engineer (Boston),Haven Life,"New York, NY",https://www.indeed.com/rc/clk?jk=70b80d1ca3b4100f&fccid=1058973f84077674&vjs=3
NLP Data Scientist Internship,Vee,New York State,https://www.indeed.com/rc/clk?jk=725fc70c4bf910ea&fccid=4f11fda3f02f70cd&vjs=3
Analytics Intern,Rapid Ratings,"New York, NY",https://www.indeed.com/rc/clk?jk=cd897f0f69675150&fccid=84c0a9f9ae048249&vjs=3
Operations Analyst - Scheduling,Revel,"Brooklyn, NY",https://www.indeed.com/rc/clk?jk=951c2dfcc9335db1&fccid=cb4d0c9403811687&vjs=3
Blockchain Researcher,Coinbase,"New York, NY",https://www.indeed.com/rc/clk?jk=0f44ce84ac62cdb6&fccid=d2c6abf8a785fc40&vjs=3
Senior HR Business Partner,Sisense,"New York, NY",https://www.indeed.com/rc/clk?jk=19f7b719d3910fdf&fccid=66bf5fe0c103586e&vjs=3
"Cities Intern, New York",BuroHappold Engineering,"New York, NY",https://www.indeed.com/rc/clk?jk=e051edd8baa65ee5&fccid=4356d89a17a86533&vjs=3
Quantitative Research - Equity Derivatives Sales - Associate,"JPMorgan Chase Bank, N.A.","New York, NY",https://www.indeed.com/rc/clk?jk=81cbb579376a25c8&fccid=aaf3b433897ea465&vjs=3
Data Scientist,AT&T,"New York, NY",https://www.indeed.com/rc/clk?jk=fa8e2a7cf6af13ba&fccid=25b5166547bbf543&vjs=3
Data Analyst,Perry Street Software,"New York, NY",https://www.indeed.com/rc/clk?jk=c574c1702577d400&fccid=25f3406e935c590e&vjs=3
Software Engineer,The New York Times,"New York, NY",https://www.indeed.com/rc/clk?jk=520b4a01ec579065&fccid=1b50fcfb150b1b48&vjs=3
"Business Integrity Associate, Technical",Facebook,"New York, NY",https://www.indeed.com/rc/clk?jk=78edc4d9dfde608d&fccid=1639254ea84748b5&vjs=3
Data Analyst - Legal & IA Systems,Spotify,"New York, NY",https://www.indeed.com/rc/clk?jk=65e855b201be8f72&fccid=fe404d18bb9eef1e&vjs=3
Data Retention Operations (Contractor),Bloomberg,"Orangeburg, NY",https://www.indeed.com/rc/clk?jk=9568e35f610213be&fccid=f770da67b3b51c62&vjs=3
Data Warehouse Developer,Salient,"Horseheads, NY",https://www.indeed.com/rc/clk?jk=be84a7354bb68018&fccid=39d1b3ac3ac075ac&vjs=3
Quantitative Trader,Volant Trading,"New York, NY",https://www.indeed.com/rc/clk?jk=a2a7c0d28d0a4f0f&fccid=685eb2b41e298847&vjs=3
Software Engineer,Lazard Ltd.,"New York, NY",https://www.indeed.com/rc/clk?jk=bd8b049da55b7b35&fccid=f16b975bd9c56fcd&vjs=3
Technical Support Analyst,SpringServe,"New York, NY",https://www.indeed.com/rc/clk?jk=640e06b5e107926a&fccid=482d8209c57a7628&vjs=3
"HR Coordinator, People Analytics",Viacom,"New York, NY",https://www.indeed.com/rc/clk?jk=2ebaf50d7fa38860&fccid=30cb52ad6dd37131&vjs=3
Quantitative Trader,"DV Trading, LLC","New York, NY",https://www.indeed.com/rc/clk?jk=87fe1a053668c066&fccid=0aeb66300c9a172c&vjs=3
DevOps Engineer,Cedar Inc,"New York, NY",https://www.indeed.com/rc/clk?jk=cf155d4b443ef2ce&fccid=674ea8c64db67a21&vjs=3
"Data Scientist, Analytics & Inference",Codecademy,"New York, NY",https://www.indeed.com/rc/clk?jk=30618fb0e47aba03&fccid=b9d4e9eceb3ff4c0&vjs=3
Operations Associate,Oscar Health,"New York, NY",https://www.indeed.com/rc/clk?jk=fa4d9ff0a064a17c&fccid=402a1c36c3f1508f&vjs=3
Programmer/Programmer Analyst,Stony Brook Medicine,"Stony Brook, NY",https://www.indeed.com/rc/clk?jk=6aba0ca8d4f8856b&fccid=bc18dc50336f5711&vjs=3
Early Careers | Risk Management |Cohoes,Goldman Sachs,"Albany, NY",https://www.indeed.com/rc/clk?jk=63fd988895a5d76b&fccid=16a97ed26c75bf2d&vjs=3
Program Support/ Energy Efficiency - New York,ICF,"New York, NY",https://www.indeed.com/rc/clk?jk=02e7c9390683b4a4&fccid=e290923a98afee94&vjs=3
Data Scientist,Rhino,New York State,https://www.indeed.com/rc/clk?jk=4cd4c06ef50381d2&fccid=74869e36bf8410c1&vjs=3
Quant Trader,Hudson River Trading,"New York, NY",https://www.indeed.com/rc/clk?jk=6381db8bb661e506&fccid=01b91641951e8886&vjs=3
Senior Data Analyst,TCGplayer,New York State,https://www.indeed.com/rc/clk?jk=20bfc96de2faaddd&fccid=27b200d3b82ed8d4&vjs=3
"Software Engineer, Backend, 1+ Years Experience - New York",Snapchat,"New York, NY",https://www.indeed.com/rc/clk?jk=9657e7d839f54df7&fccid=f368300325e8e8bc&vjs=3
Business Intelligence Analyst,Kargo,"New York, NY",https://www.indeed.com/rc/clk?jk=6e791a3d8c29cdb8&fccid=5abb1266216c6970&vjs=3
Senior Software Engineer (Python),Hyperfine,"New York, NY",https://www.indeed.com/rc/clk?jk=38f13853ff153762&fccid=2641ab9fc2bbaefe&vjs=3
MRI Data Analyst,New York State Psychiatry Institute,"New York, NY",https://www.indeed.com/rc/clk?jk=4dcbd095d6dd8726&fccid=63b138dee345c111&vjs=3
Python Developer with IAM,Upwork,"New York, NY",https://www.indeed.com/rc/clk?jk=aa27c33b89d65ccf&fccid=b8df1dd8a8cec170&vjs=3
Python Developer - Systematic Trading System Development,SharpSearch,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DsxXBnzzJBxxLfkYTyJA1T1gZG7BxKXNm42RMNLNNxSWRzDhB_X-tGgOmRl58fmT5zd0QHSJPGcbDC5xM0uRRi4oAZuWBDTDMap3C4ly_d70hmI0Egu-X42YI7LGGog3_VrMxby7ryTMJx-mlFBaiKPJbIw6J1Yr0Fp8e-JcwLvd3OTguBQ-4a09Iz4-xGcXw1AGc7xBQ73pMZ-CoWaiZHbgor7kSaJ-L7iytGXC3aWo2I8teWs3YOJBzeMV8s2sFAYZKStJ_S8_YmODGTXPMWKT5mUTG66wmPWPAYynsgfYC6_GADw5y14K_erR88MhhsAKsfkPhUG1qb8yaDYDZ2xv91ovanO1Llf8ae3kSrwGeXXnaGSjtP2AOZFeVLcAep7g-1JwHqB985cl0yNmp45ungSFcchYO9TWEHuUuR2ZE3CHgjChenpPqCguvg1R4lm-oqTCPFzqdlTgMjrg3Alff0zxafdehxp4HBLUICPQ==&p=5&fvj=1&vjs=3
Research Intern - Robot Learning,Samsung Research America Internship,"New York, NY",https://www.indeed.com/rc/clk?jk=87c9cef791cf2416&fccid=4b0e94e84af8df77&vjs=3
Quantitative Researcher (Associate),Alpha Beta Investments,"New York, NY",https://www.indeed.com/rc/clk?jk=cb12194850dd5cde&fccid=4f36cf717ed1367b&vjs=3
Junior Forecasting Analyst,BARK,"New York, NY",https://www.indeed.com/rc/clk?jk=d6edc635cfe62e08&fccid=d27e65e2288cfeac&vjs=3
Business Analyst,OEC Group,"Queens, NY",https://www.indeed.com/rc/clk?jk=ffaf6a8934d13460&fccid=6b32073fa5528766&vjs=3
Data Science,DataDog,"New York, NY",https://www.indeed.com/rc/clk?jk=2ed8b4d1bd76ba0b&fccid=448951d0ddf03e0c&vjs=3
C++ Development Intern | Summer 2021,Liquidnet,"New York, NY",https://www.indeed.com/rc/clk?jk=b25b47a1b125e369&fccid=8288755c1d73f5f0&vjs=3
SaaS Data Analyst,Addepar,New York State,https://www.indeed.com/rc/clk?jk=30c2eea77d030101&fccid=cd9121ddd97de9e8&vjs=3
Staff Data Scientist (Americas- Remote),Shopify,"New York, NY",https://www.indeed.com/rc/clk?jk=38b6123878cf0fb5&fccid=d5a5824be27ba831&vjs=3
"Director, Audience Targeting",Warner Music Group,"New York, NY",https://www.indeed.com/rc/clk?jk=baf26332d36721cf&fccid=5c9de1aedf73e3b6&vjs=3
"Software Engineer, Backend, 1+ Years Experience - New York",Snapchat,"New York, NY",https://www.indeed.com/rc/clk?jk=9657e7d839f54df7&fccid=f368300325e8e8bc&vjs=3
Business Intelligence Analyst,Kargo,"New York, NY",https://www.indeed.com/rc/clk?jk=6e791a3d8c29cdb8&fccid=5abb1266216c6970&vjs=3
Senior Software Engineer (Python),Hyperfine,"New York, NY",https://www.indeed.com/rc/clk?jk=38f13853ff153762&fccid=2641ab9fc2bbaefe&vjs=3
MRI Data Analyst,New York State Psychiatry Institute,"New York, NY",https://www.indeed.com/rc/clk?jk=4dcbd095d6dd8726&fccid=63b138dee345c111&vjs=3
Python Developer with IAM,Upwork,"New York, NY",https://www.indeed.com/rc/clk?jk=aa27c33b89d65ccf&fccid=b8df1dd8a8cec170&vjs=3
Research Intern - Robot Learning,Samsung Research America Internship,"New York, NY",https://www.indeed.com/rc/clk?jk=87c9cef791cf2416&fccid=4b0e94e84af8df77&vjs=3
Quantitative Researcher (Associate),Alpha Beta Investments,"New York, NY",https://www.indeed.com/rc/clk?jk=cb12194850dd5cde&fccid=4f36cf717ed1367b&vjs=3
Junior Forecasting Analyst,BARK,"New York, NY",https://www.indeed.com/rc/clk?jk=d6edc635cfe62e08&fccid=d27e65e2288cfeac&vjs=3
Business Analyst,OEC Group,"Queens, NY",https://www.indeed.com/rc/clk?jk=ffaf6a8934d13460&fccid=6b32073fa5528766&vjs=3
Data Science,DataDog,"New York, NY",https://www.indeed.com/rc/clk?jk=2ed8b4d1bd76ba0b&fccid=448951d0ddf03e0c&vjs=3
Software Engineer,"INFICON, Inc.","East Syracuse, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AokbiP4RqVn0o-mK0s8mTCeYGT0cM0k5BkAF-AjiYTos_iLRm473BQ6N4-IMskd6zfWTsNhnyl7OZBjVzytCWEMb10bYEnR6hZSEeFsZ1XivdcPj6qSzTiiRH92FmkaJh56D-P9iM9G_BTDiLj6d0bhiuWcDt1byl1tHfKKktExyEo2f0xPtsRf8grFTaljYfnbupT6eTjG29d6rstlXM332n5uRUOTszfDzDiKBoOdZCJNX_vlVEAi4TVbNqCd38zxjbgepSdJjKwoT6gDW6tlbiQmdsWPdiRNlVGR1tEbrywCf73UVG4UlNUM0C7Wl0OkrXwb4bNbPtzsnjKcVbbGZ5y9nuW-guQBlgOfYzw-UetAN2ezubofn76P-qeZjHSvnp2_1u0h5OhxUv2i-Sp6c6rNJ_tB080jonzmDIQkiHEiBTnrXtnkx9-FQsb0DvMPkiuO38xxL-11oVm1hL9WxrGK6KnYa0dXKdLRcgADWw4JK2lGMKIaJTWLcX9187lpuAbtxjj4MTtQWV26kvTFA-tVHleNLgG10cKpciM3kkjU-TnIaB7naw3Dm4c_JJzEzJ290pyxWU9W4t_Cm6hqROSc6x0MrejSu8thM9slfxxrQNOXDdXp-eQnDPdAXpp5S7NgY63gVpcXak7mr_PONlDjwUkMdahdRRL1eESqQ==&p=10&fvj=0&vjs=3
C++ Development Intern | Summer 2021,Liquidnet,"New York, NY",https://www.indeed.com/rc/clk?jk=b25b47a1b125e369&fccid=8288755c1d73f5f0&vjs=3
SaaS Data Analyst,Addepar,New York State,https://www.indeed.com/rc/clk?jk=30c2eea77d030101&fccid=cd9121ddd97de9e8&vjs=3
Backend Software Engineer (Python),OpenAsset,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4Tabrtcbt4ExmXtHRH1Po8yB0VJ0sezETT7KgwkmHbkUs6safX0lcSm3u95VDVG7nJkzuiAJ6TsBzxtd0W1Tgumygz7f5at8_q0-jX17Ly-7QIgAmI1MMH4KHFkOBKms3J0UH44ANFdURVhQP378_gh6GYl77-HSlhazwHA3-wUj20Z2UsyzSoSQNz9GWUiP48Q46Y2zyyRoNDHuM1lpgOb9YXaooAQQh5fumOJR_u7-BQ0qFPAkmes0PwZq2fWf_oX30SrqPO86kze-YjetSg0cP04H8L80pGkz1Nd-VGw5SKLMzwq2clgOIPgJuHpuC3SHucUQGKA8L13YhWEKq7Yzij7VVs461Dq8I0t33PwpCoSFSXb31d8ZLc26WWE6llEucrfxI1FKMk4BO0vQQUy7HgMJpqANJ5_AY_Bt_F09uSxoQfyHVyiBFNrt4_tYnsK3aEDCJITOG5No7CEzjL4tm55xh88Rlr3NzPYOZybZZZeHbbNyK&p=13&fvj=1&vjs=3
Staff Data Scientist (Americas- Remote),Shopify,"New York, NY",https://www.indeed.com/rc/clk?jk=38b6123878cf0fb5&fccid=d5a5824be27ba831&vjs=3
Senior Data Scientist,Alliant Cooperative Data Solutions,"Brewster, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Atn1lu1H50-T_0sYdWy9cGsKnnbW59zRtdPCf4S3pfU6xs5XP4ntIKT9NdJLI0pwgHuuo30YVA-zgdpEsy2-WsTxrR2rVr82jWImEPqfN3pm1c0WoB8PaAGKU6bc4afPdtR57Is3Z7uVoalZKosGetnUqCOfGCdI751t8vApRiNDgxDwUFFO6p7U2a3A5e3FMsSp15UmC5RXriIYrYZ1SoM35Rnc6dnxwMs0o8TuMYsYcwC26vdl0nOZGt9OMP8vcMhd41aHqHoPBsRRwTV8uDATkxjsTQ0_nNG8fKLdUHNc6TXI5aT4L1qRn-8DHaKk8vD83El_wSPcZj0wApNVhHYPMmS8hQcuCS9Z3VSVWmfmYyYL9kexo4YMsY611igEV9shITDZg-i5sTuhVDiclh-eh_RZyECc4Spplf78nyBrF8Hy7GT-1y2w8WJbi98lSyh4qBl3sdxQ==&p=0&fvj=1&vjs=3
"Embedded Software Medical Devices, exciting Opportunity,",Philadelphia Med Recruiting,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3XwIhFmCQv9Hxv9LgQ1gqkDRUedE3rGjA8woHtxUVqG8WpsNfOhnMKHs6Db4grisJqOELXvCM22DPlOkirD4PQC8uvsOS4Jv0nUAkCENDOpkw4FfEVHmKI74QoqyvNm9bpkSTFVcmvMFSuU5Zvnxod9gLgQ2vTb6j4Otj-W4nLi9fcyazZ77sb85OAwT5CUNv-g-PnT0-tZ7EUqyPzujqJdmGQhkAA6murl581m-GH3ZdeIPbYuU3aYbULsq0XTrddjQdqXvhrIkaW7FUgb5Ab5UOYJX-s2YER1pJNKopKUgXB2NaVo_w-f20wbmAyszAzo0CUixOIvAia9lwWsMVJ7VR88toQYhq3nMqy09iIqttBil_E2-6lXTKngWUxYhSxdMTLivVaiN40Yu7TkqkO0HnlTpaAdbQWwz1cwirhWtLaw5GpQ7jZlK8vXt8ULC9ookXU5htB6BDsRittX-QNoAEdpoUkF8yYuk8Dr7dpAX4_hfwQO4w&p=1&fvj=1&vjs=3
IT Application Developer,NYPTI,"Albany, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-CUuo6F5CgiN9-g0A-BUQA9AVgDdzaMjWpKyQISrFO5WM-LiBoxJseaeIggHpVIi0rABfd77eOwN4wbv3jTvb4ATFhgBBt9Y6F2hoqR1nGwwK98E2Y2Tf99Yt3Dj89cEHmcoaR9sjfC83xTwcv6_nPzstrqSxQ1R9N5KzQn15RLTNR0U4fOfvPuUGovIwjfQnjKTPrIT_1nvqJrc681_EcZPnK5lPY4ArJ-13Ka7I9BWw5dIXeY6BTJxqhG25E1YOlAGsjyIUQFjDabRgG4WPAvCN5rmNAw5phCLTygd4G3UV3s6gisra7HyWpVEbyD9dMy6AVwm6pjAFYHUWTo8sB0w7sBKK4MuhqCd0GBf8msTJODX5A5jG_kuuDuuTYMleDLSKoNsWUspoyFTQh0FPqdeIQ4AwpyhhrtwJ1jUAkAgd32X9O4QliP7qr7eRyf-4RhGUmlk-ng==&p=2&fvj=1&vjs=3
Python Instructor,Code Immersives NYC,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AZJW4z7KPROuiK4WlbnxK4csFocEEGoZliresQCWGkfcpx-hoJJmrINgDwHEomu2UoE2wmQ-G2XaxIZZJM1SX8bbGfFVL9BKoLzIhxt5d6g9MJuTlfNGUKYGq7XZGJ2_gE6pJksI6Das488ZlLsi8VL13wF4dXk9CQg3KbaC906WJcY7qXmHkngGdfis8iO2t-pJDvUpapq-VGhU7W1FuRs8-Ud9Rad9bf4revGqUEOK9AP9tOREGLj3RCTEGVzhFsXMrP4z-7uh4YNRZ6EVkJo6BcFYQGezHDTCg--32Rm_TSvRLhHmXRPTCH-gQRN_EKNxPXPlMudOMPTAA8aVCqy0XWHW8_H3LHsWxnVlIkS7rZHCkcIbOGEx-QXQtKAi5l9aPwdSMGlMpyCzyLoWNGk0uLjL13cLcYAR6E0WCj_YeE0_N-rYMmvnbopj4s3Ng=&p=3&fvj=1&vjs=3
Sustainable Fuels Analyst,General Electric,"Niskayuna, NY",https://www.indeed.com/rc/clk?jk=66ddff986100fe62&fccid=c5c99ec01e2125aa&vjs=3
Algo Internship - Summer 2021,Hudson River Trading,"New York, NY",https://www.indeed.com/rc/clk?jk=cd11e22d16c7c5d0&fccid=01b91641951e8886&vjs=3
Portfolio Associate - Equity,Pacific Investment Management Company LLC,"New York, NY",https://www.indeed.com/rc/clk?jk=70086ad2df72e049&fccid=2d949908fcb6b985&vjs=3
Streaming Media Engineer - Playout Team,fuboTV,New York State,https://www.indeed.com/rc/clk?jk=2e225f7097702d33&fccid=605365e1185add2d&vjs=3
Data Engineer,EnergyHub,"New York, NY",https://www.indeed.com/rc/clk?jk=373cb23729b13e7a&fccid=a05d513acd07aa63&vjs=3
Intern - Software Engineer,"INFICON, Inc.","East Syracuse, NY",https://www.indeed.com/rc/clk?jk=b424785723c387c7&fccid=7479463f4e7355a6&vjs=3
"Senior Analyst, Revenue Operations",SmartAsset,New York State,https://www.indeed.com/rc/clk?jk=e062a89dce25602c&fccid=94eb61eaf1bf49bc&vjs=3
Machine Learning Engineer,Spotify,"New York, NY",https://www.indeed.com/rc/clk?jk=c6425d61fd0a57ed&fccid=fe404d18bb9eef1e&vjs=3
Research Associates,Rosenblatt Securities,"New York, NY",https://www.indeed.com/rc/clk?jk=75304bc19a74f00b&fccid=00ae4e776f21bc2f&vjs=3
Data Scientist - Product,Current,"New York, NY",https://www.indeed.com/rc/clk?jk=4be7e126246453e2&fccid=8a7b5aeadd1affdd&vjs=3
Senior Full stack developer/PHP developer (Remote not available),Bike Rent NYC,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cf1A-fI4uORvimVW6aUUK1bo4_I3B1fZaMm5o3f_iHEy6OMjmVSN7ZMIdwTRuQs-h4KbB3OHjGtu6AijDJeDvEZMawpGrSUcm5Ff9xSVvOdK-5NHvyCyEecNEgtNOjZNvbBuiL_FnWRiNplKteFsDLRCa88zE4mukbbhi5zPbbocVnchb8lZylbn3mUqA7jEKGqVdxkQt3F8DlgbVWUOWaeNUJ8o7w52n7X-mId__LAQCcrsB3hx89MQ8T_pzlj_Vu_IFm-Ehs6ONQDqrqmAwprI79P20MNCP0TgT21P4h1bFhK22ZuayXYeZCwp1wbXsOGCfyExJT9lse7aeKt0PQ8hB5VuqT0EdiUBogTVEF0IfiJptJLdEZcemiWSM7bB56R2Iv8SAz-YMSC6I1tIVGA5LVtTAYjPZf1fzcdHnJE7Wdwx0CYo8FIxOT2L7yWn6Z3fyOPGnFjqKobBYYka_-EFxvJJpBwH7Cx7XaGZbmeoFvzohf9tnyEUAdYLw5cIc=&p=14&fvj=1&vjs=3
Quantitative Python Developer,SGA Inc.,"New York, NY",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-tWpBO7ddM272MLLmPrvR_In5Ngqu0_iWaOWRhrRq_JiS_jAfTen7c3V55JtRPpQxIlllgkFSTKMdkJRIbTZRBcu9izV2MKTthU4M5NeO-h0n8GUYXIJ_vG8XrNdDhub6oO7jQu0r41sB4CwlGqUs3Fttl8X8AURQSdv6oDvugwhuh-noYMWrlPtnuXRVDyCZI7YcD3rYcV4nDrD08XpLueancEpdJjP_W8tFoxroq6DzWwh683_5DgFIe3OkgSpxOJ_5S0ywe2gjAAYa_uBISxR7EMohbIueRZQlAhZDMUWYgVuJi-ewFgbs-K0jJOC3oQwR4uvYtZSA7bJ_mP8_pOA4gfAfOVpsPZSh1JKzb4oN8354OgMuYL1p25wnPYbOz8H7wqI5c87QwocmwqTONxfMsja0PbSNE7tiqeOeRvKj1IDTVnQAU4Q7UUnqZnMGg7Q7bMoLbKPBQ4RNpttV7nS4c-Iqf6A=&p=15&fvj=1&vjs=3
